LEA_NAME	ST	ADDRESS	WEBSITE_CCD	SY_STATUS	OPERATIONAL_SCHOOLS	LEA_TYPE	LEA_TYPE_TEXT	CHARTER_LEA_TEXT	AGCHRT	SURVYEAR
BRILLA COLLEGE PREPARATORY CHARTER SCHOOL	NY	"413 E 144TH ST, BRONX, NY 10454 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Briya PCS	DC	"2333 Ontario Rd NW, Washington, DC 20009 "	www.maryscenter.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Broadway Academy	OH	"3398 E 55th St, Cleveland, OH 44127 "	www.the-academies.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BRONX ACADEMY OF PROMISE CHARTER SCHOOL	NY	"1349 INWOOD AVE, BRONX, NY 10452 "	www.bronxacademyofpromise.com	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX CHARTER SCHOOL FOR BETTER LEARNING	NY	"3740 BAYCHESTER AVE ANNEX, BRONX, NY 10466 "	www.bronxbetterlearning.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX CHARTER SCHOOL FOR BETTER LEARNING 2	NY	"2545 GUNTHER AVE, BRONX, NY 10469 "		3	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX CHARTER SCHOOL FOR CHILDREN	NY	"388 WILLIS AVE, BRONX, NY 10454 "	www.tbcsc.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX CHARTER SCHOOL FOR EXCELLENCE	NY	"1960 BENEDICT AVE, BRONX, NY 10462 "	www.bronxexcellence.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX CHARTER SCHOOL FOR EXCELLENCE 2	NY	"1960 BENEDICT AVE, BRONX, NY 10462 "		3	1	7	Independent charter district	LEA for federal programs		2016
BRONX CHARTER SCHOOL FOR THE ARTS	NY	"950 LONGFELLOW AVE, BRONX, NY 10474 "	www.bronxarts.net	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX COMMUNITY CHARTER SCHOOL	NY	"3170 WEBSTER AVE, BRONX, NY 10467 "	www.bronxcommunity.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX LIGHTHOUSE CHARTER SCHOOL	NY	"1001 INTERVALE AVE, BRONX, NY 10459 "	www.bronxlighthouse.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BRONX PREPARATORY CHARTER SCHOOL	NY	"3872 3RD AVE, BRONX, NY 10457 "	www.bronxprep.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Brooke Charter School East Boston (District)	MA	"94 Horace Street, East Boston, MA 2128 "	www.ebrooke.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Brooke Charter School Mattapan (District)	MA	"150 American Legion Highway, Boston, MA 2124 "	www.ebrooke.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Brooke Charter School Roslindale (District)	MA	"190 Cummins Highway, Roslindale, MA 2131 "	www.ebrooke.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BROOKLYN ASCEND CHARTER SCHOOL	NY	"205 ROCKAWAY PKWY-2ND FL, BROOKLYN, NY 11212 "	www.ascendlearning.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN CHARTER SCHOOL (THE)	NY	"545 WILLOUGHBY AVE, BROOKLYN, NY 11206 "	www.brooklyncharter.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN DREAMS CHARTER SCHOOL	NY	"259 PARKVILLE AVE, BROOKLYN, NY 11230 "	www.brooklyndreams.heritageacademies.com	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL	NY	"80 UNDERHILL AVE, BROOKLYN, NY 11238 "	www.brooklyneastcollegiate.uncommonschools.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN EXCELSIOR CHARTER SCHOOL	NY	"856 QUINCY ST, BROOKLYN, NY 11221 "	www.brooklynexcelsior@heritageacademies.com	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN LABORATORY CHARTER SCHOOL	NY	"240 JAY ST, BROOKLYN, NY 11201 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN PROSPECT CHARTER SCHOOL	NY	"3002 FORT HAMILTON PKWY, BROOKLYN, NY 11218 "	www.brooklynprospect.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN PROSPECT CHARTER SCHOOL - DOWNTOWN	NY	"300 WILLOUGHBY AVE, BROOKLYN, NY 11205 "		3	1	7	Independent charter district	LEA for federal programs		2016
BROOKLYN SCHOLARS CHARTER SCHOOL	NY	"2635 LINDEN BLVD, BROOKLYN, NY 11208 "	www.brooklynscholarscharterschool.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKLYN URBAN GARDEN CHARTER SCHOOL	NY	"500 19TH ST, BROOKLYN, NY 11215 "	www.bugsbrooklyn.org	5	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROOKS ACADEMY OF SCIENCE AND ENGINEERING	TX	"3803 LYSTER RD, SAN ANTONIO, TX 78235 "	www.brooksacademy.org	1	3	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BROOKSIDE CHARTER SCH.	MO	"1815 EAST 63 STREET, KANSAS CITY, MO 64130 "	www.brooksidecharter.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Brookwood Academy	OH	"2685 E Livingston Ave, Columbus, OH 43209 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BROOME STREET ACADEMY CHARTER HIGH SCHOOL	NY	"121 AVE OF THE AMERICAS, NEW YORK, NY 10013 "	www.broomestreetacademy.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROWARD	FL	"600 SE 3RD AVE FL 10, FORT LAUDERDALE, FL 33301 "	http://www.browardschools.com	1	368	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Brown Co KS Special Ed Coop	KS	"301 S 1st, Hiawatha, KS 66434 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
Brown ESC	OH	"9231 Hamer Rd., Georgetown, OH 45121 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
BROWNSVILLE ASCEND CHARTER SCHOOL	NY	"1501 PITKIN AVE, BROOKLYN, NY 11212 "	www.ascendlearning.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BROWNSVILLE COLLEGIATE  CHARTER SCHOOL	NY	"364 SACKMAN ST-4TH FL, BROOKLYN, NY 11212 "	www.brownsvillecollegiate.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Bruce Guadalupe Agency	WI	"1028 S 9th St, Milwaukee, WI 53204 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BRYAN ISD	TX	"101 N TEXAS AVE, BRYAN, TX 77803 "	www.bryanisd.org	1	26	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Bryce Adolescent School	AL	"200 University, Tuscaloosa, AL 35401 "		1	0	5	State agency providing elementary and/or secondary level instruction	State does not have charters or state does not permit charter LEAs	N	2015
Bryn Athyn SD	PA	"2835 Buck Rd, Bryn Athyn, PA 19009 "	http://www.brynathynschooldistrict.org/	1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Buckeye On-Line School for Success	OH	"119 E Fifth St, East Liverpool, OH 43920 "	http://www.go2boss.com/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Buckeye Preparatory Academy	OH	"1414 Gault St, Columbus, OH 43205 "	www.buckeyeprep.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Buckeye Union Elementary	CA	"1665 Blackstone Pkwy., El Dorado Hills, CA 95762 "	www.buckeyeusd.org	1	10	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Bucks County IU 22	PA	"705 N Shady Retreat Rd, Doylestown, PA 18901 "	http://www.bucksiu.org	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Bucks County Montessori CS	PA	"219 Tyburn Rd, Fairless Hills, PA 19030 "	http://www.bcmcs.com	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Buena Vista School District	MI	"705 NORTH TOWERLINE RD, SAGINAW, MI 48601 "	www.bvsd.us	1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL	NY	"190 FRANKLIN ST, BUFFALO, NY 14202 "	www.bascs.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
BUFFALO UNITED CHARTER SCHOOL	NY	"325 MANHATTAN AVE, BUFFALO, NY 14214 "	www.heritageacademies.com	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Burbank Unified	CA	"1900 W. Olive Ave., Burbank, CA 91506 "	www.burbankusd.org	1	23	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Burch Charter School of Excellence	NJ	"100 Linden Avenue, Irvington, NJ 7111 "	www.burchcharterschool.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BURNHAM WOOD CHARTER SCHOOL DISTRICT	TX	"7310 BISHOP FLORES DR, EL PASO, TX 79912 "	www.burnhamwood.org	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Burnt River SD 30J	OR	"201 S 1st Ave, Unity, OR 97884 "	www.burntriver.k12.or.us	1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
Burton Elementary	CA	"264 N. W.wood St., Porterville, CA 93257 "	www.burtonschools.org	1	8	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Burton Glen Charter Academy	MI	"4171 EAST ATHERTON RD, BURTON, MI 48519 "	http://www.nhaschools.com/schools/burtonglen/en/pages/default.aspx	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
BUSHWICK ASCEND CHARTER SCHOOL	NY	"751 KNICKERBOCKER AVE, BROOKLYN, NY 11221 "	www.ascendlearning.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Butler Co Special Education Interlocal	KS	"9110 SW Haverhill, Augusta, KS 67010 "	www.bcsbc.org	1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
Butler County ESC	OH	"400 N Erie Hwy, Hamilton, OH 45011 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Butte County Office of Education	CA	"1859 Bird St., Oroville, CA 95965 "	www.bcoe.org	1	9	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Butte Falls SD 91	OR	"720 Laurel Ave, Butte Falls, OR 97522 "	www.buttefalls.k12.or.us	1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
Butternut School District	WI	"312 W Wisconsin St, Butternut, WI 54514 "	www.butternut.k12.wi.us	1	3	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Byers School District No. 32J	CO	"444 EAST FRONT STREET, BYERS, CO 80103 "	www.byers32j.k12.co.us	1	7	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Byron Center Charter School	MI	"9930 BURLINGAME AVE SW, BYRON CENTER, MI 49315 "	www.byroncentercharter.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Byron Union Elementary	CA	"14301 Byron Hwy., Byron, CA 94514 "	www.byronunionschooldistrict.us	1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
C O R E ACADEMY	TX	"12707 CULLEN BLVD, HOUSTON, TX 77056 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
C.M. Grant Leadership Academy	OH	"2440 Dawnlight Ave, Columbus, OH 43211 "	www.grantleadership.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
CA Advancing Pathways for Students in Los Angeles Co JPA	CA	"16703 S. Clark Ave., Bellflower, CA 90706 "	http://www.CalAPS.org	3	0	1	Regular public school district that is not a component of a supervisory union	Not a charter district		2016
CA Advancing Pathways for Students in Los Angeles Co ROCP	CA	"16703 S. Clark Ave., Bellflower, CA 90706 "	http://www.CalAPS.org	3	1	4	Service agency	Not a charter district		2016
Cabarrus Charter Academy	NC	"355 Poplar Crossing Dr NW, Concord, NC 28027 "	www.cabarruscharter.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
CABOT SCHOOL DISTRICT	AR	"602 NO LINCOLN, CABOT, AR 72023 "	http://cabot.k12.ar.us	1	16	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Caddo Parish	LA	"1961 Midway Street, Shreveport, LA 71108 "		1	67	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
CADDO-KIOWA TECHNOLOGY CENTER	OK	"100 Career Tech Road, Fort Cobb, OK 73038 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
CAFA  Inc. dba Learning Foundation and Performing Arts Alta	AZ	"1120 S. Gilbert Rd. Bldg. 200, Gilbert, AZ 85296 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe	AZ	"1120 S. Gilbert Rd. Bldg. 200, Gilbert, AZ 85296 "		1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
CAFA  Inc. dba Learning Foundation Performing Arts School	AZ	"1120 S. Gilbert Rd, Gilbert, AZ 85296 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Cajon Valley Union	CA	"750 E. Main St., El Cajon, CA 92022 "	www.cajonvalley.net	1	30	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
CALALLEN ISD	TX	"4205 WILDCAT DR, CORPUS CHRISTI, TX 78410 "	www.calallen.org	1	7	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Calaveras County Office of Education	CA	"185 S. Main St., Angels Camp, CA 95221 "	www.ccoe.k12.ca.us	1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Calibre Academy	AZ	"4744 W. Grovers Ave., Glendale, AZ 85308 "		1	3	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Calumet Co CDEB	WI	"530 W Main St, Chilton, WI 53014 "	www.specialed.us	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
CALVIN NELMS CHARTER SCHOOLS	TX	"20625 CLAY RD, KATY, TX 77449 "	WWW.cnchs.net	1	4	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Camas Valley SD 21J	OR	"197 Main Camas Rd, Camas Valley, OR 97416 "	www.camasvalley.k12.or.us	1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
